0,5183
1,5252
2,5489
3,5638
4,5669
5,5799
6,5778
7,5944
8,5871
9,6090
10,6122
11,6034
12,6169
13,6159
14,6071
15,6032
16,6204
17,6162
18,6161
19,5968
20,6133
21,6155
22,6153
23,6094
24,6040
25,6183
26,6159
27,6181
28,6189
29,6291
30,6268
31,6461
32,6245
33,6381
34,6398
35,6438
36,6594
37,6485
38,6736
39,6523
40,6750
41,6705
42,6599
43,6415
44,6630
45,6641
46,6611
47,6697
48,6632
49,6463
50,6728
51,6621
52,6489
53,6582
54,6616
55,6397
56,6551
57,6483
58,6551
59,6550
60,6506
61,6456
62,6524
63,6614
64,6430
65,6432
66,6666
67,6582
68,6658
69,6603
70,6610
71,6532
72,6671
73,6562
74,6531
75,6657
76,6517
77,6567
78,6618
79,6508
80,6520
81,6636
82,6683
83,6576
84,6673
85,6613
86,6630
87,6598
88,6729
89,6578
90,6683
91,6559
92,6731
93,6645
94,6589
95,6585
96,6793
97,6603
98,6700
99,6679
100,6628
101,6757
102,6606
103,6619
104,6826
105,6693
106,6750
107,6874
108,6917
109,6862
110,7086
111,7023
112,7045
113,7075
114,7102
115,7345
116,7499
117,7658
118,7650
119,7825
120,7972
121,8177
122,8309
123,8402
124,8677
125,8528
126,8999
127,9205
128,9296
129,9198
130,9302
131,9483
132,9511
133,9526
134,9526
135,9424
136,9455
137,9508
138,9408
139,9424
140,9276
141,9109
142,9186
143,8937
144,8941
145,8716
146,8717
147,8503
148,8296
149,8190
150,8216
151,8140
152,8021
153,8124
154,8003
155,7874
156,7594
157,7760
158,7551
159,7533
160,7380
161,7528
162,7455
163,7167
164,7086
165,7165
166,7142
167,6973
168,6768
169,6827
170,6800
171,6730
172,6746
173,6602
174,6744
175,6570
176,6603
177,6548
178,6498
179,6551
180,6595
181,6602
182,6419
183,6329
184,6285
185,6181
186,6277
187,6111
188,6161
189,6176
190,6181
191,6329
192,6123
193,6178
194,6034
195,5797
196,5964
197,5923
198,5689
199,5767
200,5957
201,5765
202,5623
203,5755
204,5718
205,5577
206,5663
207,5513
208,5572
209,5598
210,5495
211,5584
212,5507
213,5626
214,5553
215,5408
216,5316
217,5520
218,5442
219,5426
220,5458
221,5476
222,5406
223,5284
224,5380
225,5267
226,5402
227,5233
228,5325
229,5457
230,5295
231,5164
232,5348
233,5172
234,5222
235,5199
236,5359
237,5299
238,5345
239,5202
240,5093
241,5170
242,5121
243,5151
244,5091
245,5108
246,5132
247,5125
248,5138
249,5070
250,5018
251,5122
252,5066
253,5223
254,5092
255,4982
256,5195
257,5078
258,5066
259,5076
260,5104
261,5133
262,5126
263,5152
264,5144
265,5031
266,4984
267,4999
268,5151
269,5020
270,4989
271,5006
272,5088
273,4941
274,5010
275,5084
276,5049
277,4988
278,5026
279,5110
280,5082
281,5036
282,4921
283,5087
284,4943
285,5049
286,4961
287,4993
288,5001
289,5126
290,5020
291,4978
292,5027
293,4924
294,5072
295,5013
296,4934
297,4930
298,4921
299,4995
300,5101
301,4965
302,4997
303,4944
304,4930
305,5049
306,4894
307,5073
308,4863
309,4917
310,4929
311,4872
312,4901
313,4942
314,4952
315,4957
316,5024
317,5032
318,4987
319,4971
320,4928
321,5034
322,4958
323,5109
324,5012
325,5014
326,5095
327,5013
328,4891
329,4927
330,5053
331,5027
332,4949
333,5028
334,4947
335,4844
336,4974
337,5050
338,4949
339,5033
340,4993
341,4957
342,5026
343,5072
344,5039
345,4949
346,5065
347,5048
348,4993
349,5037
350,4969
351,4926
352,4961
353,4980
354,4944
355,5009
356,4873
357,5011
358,4851
359,4957
360,4975
361,4993
362,5082
363,5167
364,5021
365,4987
366,5076
367,4903
368,4998
369,5021
370,5143
371,5067
372,5060
373,4940
374,4996
375,5032
376,5182
377,5083
378,5043
379,5083
380,5090
381,5019
382,4935
383,5172
384,5065
385,5042
386,5083
387,5190
388,5171
389,5033
390,5098
391,5133
392,5218
393,5268
394,5304
395,5250
396,5144
397,5099
398,5242
399,5231
400,5211
401,5077
402,5063
403,5160
404,5222
405,5176
406,5168
407,5191
408,5127
409,5193
410,5397
411,5123
412,5209
413,5178
414,5238
415,5307
416,5181
417,5288
418,5239
419,5273
420,5241
421,5290
422,5278
423,5281
424,5316
425,5307
426,5352
427,5237
428,5290
429,5361
430,5260
431,5395
432,5329
433,5523
434,5355
435,5518
436,5315
437,5418
438,5395
439,5301
440,5423
441,5510
442,5482
443,5439
444,5554
445,5425
446,5543
447,5454
448,5322
449,5338
450,5394
451,5445
452,5454
453,5541
454,5745
455,5553
456,5721
457,5546
458,5617
459,5677
460,5571
461,5608
462,5694
463,5577
464,5640
465,5610
466,5654
467,5680
468,5718
469,5700
470,5665
471,5687
472,5752
473,5681
474,5898
475,5797
476,5784
477,5765
478,5803
479,5702
480,5792
481,5684
482,5892
483,5729
484,6026
485,5903
486,5844
487,5880
488,5882
489,5942
490,5833
491,5872
492,6037
493,6035
494,5838
495,5962
496,5878
497,5809
498,5983
499,6141
500,5996
501,5990
502,6146
503,6015
504,6182
505,6201
506,6112
507,6201
508,6097
509,6074
510,6104
511,6116
512,6003
513,6242
514,6256
515,5971
516,6135
517,6128
518,6123
519,6114
520,6115
521,6128
522,6109
523,6088
524,6301
525,6352
526,6181
527,6090
528,6208
529,6082
530,6416
531,6344
532,6164
533,6257
534,6205
535,6198
536,6246
537,6170
538,6386
539,6321
540,6262
541,6328
542,6352
543,6183
544,6291
545,6296
546,6223
547,6085
548,6373
549,6337
550,6377
551,6187
552,6242
553,6169
554,6184
555,6128
556,6088
557,6006
558,6116
559,6008
560,5972
561,5898
562,5835
563,5820
564,5680
565,5617
566,5770
567,5731
568,5503
569,5568
570,5472
571,5306
572,5326
573,5214
574,5206
575,5206
576,5087
577,4994
578,4982
579,4991
580,4851
581,4941
582,4889
583,4817
584,4713
585,4702
586,4631
587,4612
588,4689
589,4586
590,4629
591,4442
592,4406
593,4402
594,4431
595,4418
596,4333
597,4417
598,4324
599,4229
600,4223
601,4159
602,4358
603,4254
604,4140
605,4235
606,4219
607,4185
608,4235
609,4224
610,4226
611,4059
612,4251
613,4202
614,4168
615,4216
616,4306
617,4220
618,4118
619,4260
620,4289
621,4191
622,4295
623,4216
